,Title,price,description,carat,shape,material,photos,width,approx. tc,metal name,metal1,metal2,metal3,metal4,color,clarity,profile,clarit
142,The Monica Set With A 2 Carat Elongated Cushion Lab Diamond,"$4,220","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2,Elongated Cushion,14k Rose Gold,,2.5mm,0.48 ct,14k Rose Gold,58.5% Gold,36.3% Copper,3.7% Silver,1.4% Zinc,D-F,VVS,High,VS
143,The Monica Set With A 2 Carat Elongated Cushion Lab Diamond,"$4,820","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2,Elongated Cushion,Platinum,,2.5mm,0.48 ct,Platinum,95% Platinum,3% Copper,2% Cobalt,,D-F,VVS,High,VS
144,The Monica Set With A 2 Carat Elongated Cushion Lab Diamond,"$4,520","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2,Elongated Cushion,18k White Gold,,2.5mm,0.48 ct,18k White Gold,75% Gold,15.3% Copper,5.2% Zinc,4.4% Nickel,D-F,VVS,High,VS
145,The Monica Set With A 2 Carat Elongated Cushion Lab Diamond,"$4,520","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2,Elongated Cushion,18k Yellow Gold,,2.5mm,0.48 ct,18k Yellow Gold,75% Gold,11.5% Copper,12.5% Silver,1% Zinc,D-F,VVS,High,VS
146,The Monica Set With A 2 Carat Elongated Cushion Lab Diamond,"$4,520","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2,Elongated Cushion,18k Rose Gold,,2.5mm,0.48 ct,18k Rose Gold,75% Gold,21.8% Copper,2.2% Silver,0.8% Zinc,D-F,VVS,High,VS
147,The Monica Set With A 2 Carat Emerald Lab Diamond,"$4,220","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2,Emerald,14k White Gold,,2.5mm,0.48 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,High,VS
148,The Monica Set With A 2 Carat Emerald Lab Diamond,"$4,220","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2,Emerald,14k Yellow Gold,,2.5mm,0.48 ct,14k Yellow Gold,58.5% Gold,30.5% Copper,6.1% Silver,4.7% Zinc,D-F,VVS,High,VS
149,The Monica Set With A 2 Carat Emerald Lab Diamond,"$4,220","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2,Emerald,14k Rose Gold,,2.5mm,0.48 ct,14k Rose Gold,58.5% Gold,36.3% Copper,3.7% Silver,1.4% Zinc,D-F,VVS,High,VS
150,The Monica Set With A 2 Carat Emerald Lab Diamond,"$4,820","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2,Emerald,Platinum,,2.5mm,0.48 ct,Platinum,95% Platinum,3% Copper,2% Cobalt,,D-F,VVS,High,VS
151,The Monica Set With A 2 Carat Emerald Lab Diamond,"$4,520","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2,Emerald,18k White Gold,,2.5mm,0.48 ct,18k White Gold,75% Gold,15.3% Copper,5.2% Zinc,4.4% Nickel,D-F,VVS,High,VS
152,The Monica Set With A 2 Carat Emerald Lab Diamond,"$4,520","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2,Emerald,18k Yellow Gold,,2.5mm,0.48 ct,18k Yellow Gold,75% Gold,11.5% Copper,12.5% Silver,1% Zinc,D-F,VVS,High,VS
153,The Monica Set With A 2 Carat Emerald Lab Diamond,"$4,520","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2,Emerald,18k Rose Gold,,2.5mm,0.48 ct,18k Rose Gold,75% Gold,21.8% Copper,2.2% Silver,0.8% Zinc,D-F,VVS,High,VS
154,The Monica Set With A 2 Carat Radiant Lab Diamond,"$4,220","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2,Radiant,14k White Gold,,2.5mm,0.48 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,High,VS
155,The Monica Set With A 2 Carat Radiant Lab Diamond,"$4,220","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2,Radiant,14k Yellow Gold,,2.5mm,0.48 ct,14k Yellow Gold,58.5% Gold,30.5% Copper,6.1% Silver,4.7% Zinc,D-F,VVS,High,VS
156,The Monica Set With A 2 Carat Radiant Lab Diamond,"$4,220","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2,Radiant,14k Rose Gold,,2.5mm,0.48 ct,14k Rose Gold,58.5% Gold,36.3% Copper,3.7% Silver,1.4% Zinc,D-F,VVS,High,VS
157,The Monica Set With A 2 Carat Radiant Lab Diamond,"$4,820","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2,Radiant,Platinum,,2.5mm,0.48 ct,Platinum,95% Platinum,3% Copper,2% Cobalt,,D-F,VVS,High,VS
158,The Monica Set With A 2 Carat Radiant Lab Diamond,"$4,520","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2,Radiant,18k White Gold,,2.5mm,0.48 ct,18k White Gold,75% Gold,15.3% Copper,5.2% Zinc,4.4% Nickel,D-F,VVS,High,VS
159,The Monica Set With A 2 Carat Radiant Lab Diamond,"$4,520","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2,Radiant,18k Yellow Gold,,2.5mm,0.48 ct,18k Yellow Gold,75% Gold,11.5% Copper,12.5% Silver,1% Zinc,D-F,VVS,High,VS
160,The Monica Set With A 2 Carat Radiant Lab Diamond,"$4,520","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2,Radiant,18k Rose Gold,,2.5mm,0.48 ct,18k Rose Gold,75% Gold,21.8% Copper,2.2% Silver,0.8% Zinc,D-F,VVS,High,VS
161,The Monica Set With A 2 Carat Princess Lab Diamond,"$4,220","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2,Princess,14k White Gold,,2.5mm,0.48 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,High,VS
162,The Monica Set With A 2 Carat Princess Lab Diamond,"$4,220","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2,Princess,14k Yellow Gold,,2.5mm,0.48 ct,14k Yellow Gold,58.5% Gold,30.5% Copper,6.1% Silver,4.7% Zinc,D-F,VVS,High,VS
163,The Monica Set With A 2 Carat Princess Lab Diamond,"$4,220","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2,Princess,14k Rose Gold,,2.5mm,0.48 ct,14k Rose Gold,58.5% Gold,36.3% Copper,3.7% Silver,1.4% Zinc,D-F,VVS,High,VS
164,The Monica Set With A 2 Carat Princess Lab Diamond,"$4,820","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2,Princess,Platinum,,2.5mm,0.48 ct,Platinum,95% Platinum,3% Copper,2% Cobalt,,D-F,VVS,High,VS
165,The Monica Set With A 2 Carat Princess Lab Diamond,"$4,520","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2,Princess,18k White Gold,,2.5mm,0.48 ct,18k White Gold,75% Gold,15.3% Copper,5.2% Zinc,4.4% Nickel,D-F,VVS,High,VS
166,The Monica Set With A 2 Carat Princess Lab Diamond,"$4,520","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2,Princess,18k Yellow Gold,,2.5mm,0.48 ct,18k Yellow Gold,75% Gold,11.5% Copper,12.5% Silver,1% Zinc,D-F,VVS,High,VS
167,The Monica Set With A 2 Carat Princess Lab Diamond,"$4,520","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2,Princess,18k Rose Gold,,2.5mm,0.48 ct,18k Rose Gold,75% Gold,21.8% Copper,2.2% Silver,0.8% Zinc,D-F,VVS,High,VS
168,The Monica Set With A 2.5 Carat Round Lab Diamond,"$4,410","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2.5,Round,14k White Gold,,2.5mm,0.48 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,High,VS
169,The Monica Set With A 2.5 Carat Round Lab Diamond,"$4,410","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2.5,Round,14k Yellow Gold,,2.5mm,0.48 ct,14k Yellow Gold,58.5% Gold,30.5% Copper,6.1% Silver,4.7% Zinc,D-F,VVS,High,VS
170,The Monica Set With A 2.5 Carat Round Lab Diamond,"$4,410","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2.5,Round,14k Rose Gold,,2.5mm,0.48 ct,14k Rose Gold,58.5% Gold,36.3% Copper,3.7% Silver,1.4% Zinc,D-F,VVS,High,VS
171,The Monica Set With A 2.5 Carat Round Lab Diamond,"$5,010","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2.5,Round,Platinum,,2.5mm,0.48 ct,Platinum,95% Platinum,3% Copper,2% Cobalt,,D-F,VVS,High,VS
172,The Monica Set With A 2.5 Carat Round Lab Diamond,"$4,710","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2.5,Round,18k White Gold,,2.5mm,0.48 ct,18k White Gold,75% Gold,15.3% Copper,5.2% Zinc,4.4% Nickel,D-F,VVS,High,VS
173,The Monica Set With A 2.5 Carat Round Lab Diamond,"$4,710","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2.5,Round,18k Yellow Gold,,2.5mm,0.48 ct,18k Yellow Gold,75% Gold,11.5% Copper,12.5% Silver,1% Zinc,D-F,VVS,High,VS
174,The Monica Set With A 2.5 Carat Round Lab Diamond,"$4,710","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2.5,Round,18k Rose Gold,,2.5mm,0.48 ct,18k Rose Gold,75% Gold,21.8% Copper,2.2% Silver,0.8% Zinc,D-F,VVS,High,VS
175,The Monica Set With A 2.5 Carat Oval Lab Diamond,"$4,410","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2.5,Oval,14k White Gold,,2.5mm,0.48 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,High,VS
176,The Monica Set With A 2.5 Carat Oval Lab Diamond,"$4,410","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2.5,Oval,14k Yellow Gold,,2.5mm,0.48 ct,14k Yellow Gold,58.5% Gold,30.5% Copper,6.1% Silver,4.7% Zinc,D-F,VVS,High,VS
177,The Monica Set With A 2.5 Carat Oval Lab Diamond,"$4,410","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2.5,Oval,14k Rose Gold,,2.5mm,0.48 ct,14k Rose Gold,58.5% Gold,36.3% Copper,3.7% Silver,1.4% Zinc,D-F,VVS,High,VS
178,The Monica Set With A 2.5 Carat Oval Lab Diamond,"$5,010","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2.5,Oval,Platinum,,2.5mm,0.48 ct,Platinum,95% Platinum,3% Copper,2% Cobalt,,D-F,VVS,High,VS
179,The Monica Set With A 2.5 Carat Oval Lab Diamond,"$4,710","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2.5,Oval,18k White Gold,,2.5mm,0.48 ct,18k White Gold,75% Gold,15.3% Copper,5.2% Zinc,4.4% Nickel,D-F,VVS,High,VS
180,The Monica Set With A 2.5 Carat Oval Lab Diamond,"$4,710","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2.5,Oval,18k Yellow Gold,,2.5mm,0.48 ct,18k Yellow Gold,75% Gold,11.5% Copper,12.5% Silver,1% Zinc,D-F,VVS,High,VS
181,The Monica Set With A 2.5 Carat Oval Lab Diamond,"$4,710","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2.5,Oval,18k Rose Gold,,2.5mm,0.48 ct,18k Rose Gold,75% Gold,21.8% Copper,2.2% Silver,0.8% Zinc,D-F,VVS,High,VS
182,The Monica Set With A 2.5 Carat Pear Lab Diamond,"$4,410","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2.5,Pear,14k White Gold,,2.5mm,0.48 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,High,VS
183,The Monica Set With A 2.5 Carat Pear Lab Diamond,"$4,410","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2.5,Pear,14k Yellow Gold,,2.5mm,0.48 ct,14k Yellow Gold,58.5% Gold,30.5% Copper,6.1% Silver,4.7% Zinc,D-F,VVS,High,VS
184,The Monica Set With A 2.5 Carat Pear Lab Diamond,"$4,410","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2.5,Pear,14k Rose Gold,,2.5mm,0.48 ct,14k Rose Gold,58.5% Gold,36.3% Copper,3.7% Silver,1.4% Zinc,D-F,VVS,High,VS
185,The Monica Set With A 2.5 Carat Pear Lab Diamond,"$5,010","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2.5,Pear,Platinum,,2.5mm,0.48 ct,Platinum,95% Platinum,3% Copper,2% Cobalt,,D-F,VVS,High,VS
186,The Monica Set With A 2.5 Carat Pear Lab Diamond,"$4,710","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2.5,Pear,18k White Gold,,2.5mm,0.48 ct,18k White Gold,75% Gold,15.3% Copper,5.2% Zinc,4.4% Nickel,D-F,VVS,High,VS
187,The Monica Set With A 2.5 Carat Pear Lab Diamond,"$4,710","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2.5,Pear,18k Yellow Gold,,2.5mm,0.48 ct,18k Yellow Gold,75% Gold,11.5% Copper,12.5% Silver,1% Zinc,D-F,VVS,High,VS
188,The Monica Set With A 2.5 Carat Pear Lab Diamond,"$4,710","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2.5,Pear,18k Rose Gold,,2.5mm,0.48 ct,18k Rose Gold,75% Gold,21.8% Copper,2.2% Silver,0.8% Zinc,D-F,VVS,High,VS
189,The Monica Set With A 2.5 Carat Cushion Lab Diamond,"$4,410","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2.5,Cushion,14k White Gold,,2.5mm,0.48 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,High,VS
190,The Monica Set With A 2.5 Carat Cushion Lab Diamond,"$4,410","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2.5,Cushion,14k Yellow Gold,,2.5mm,0.48 ct,14k Yellow Gold,58.5% Gold,30.5% Copper,6.1% Silver,4.7% Zinc,D-F,VVS,High,VS
191,The Monica Set With A 2.5 Carat Cushion Lab Diamond,"$4,410","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2.5,Cushion,14k Rose Gold,,2.5mm,0.48 ct,14k Rose Gold,58.5% Gold,36.3% Copper,3.7% Silver,1.4% Zinc,D-F,VVS,High,VS
192,The Monica Set With A 2.5 Carat Cushion Lab Diamond,"$5,010","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2.5,Cushion,Platinum,,2.5mm,0.48 ct,Platinum,95% Platinum,3% Copper,2% Cobalt,,D-F,VVS,High,VS
